Country,Survey,Characteristic,Median age at first sexual intercourse [Women]: 20-24,Median age at first sexual intercourse [Women]: 25-29,Median age at first sexual intercourse [Women]: 20-49,Median age at first sexual intercourse [Women]: 25-49,level,area,age
Burundi,2016-17 DHS,Provinces : Ruyigi (L1),19.3,18.8,19.1,19,2,Gisuru,Y025_Y029
Burundi,2016-17 DHS,Provinces : Ruyigi (L1),19.3,18.8,19.1,19,2,Kinyinya,Y010_Y014
Burundi,2016-17 DHS,Provinces : Ruyigi (L1),19.3,18.8,19.1,19,2,Kinyinya,Y015_Y019
Burundi,2016-17 DHS,Provinces : Ruyigi (L1),19.3,18.8,19.1,19,2,Kinyinya,Y020_Y024
Burundi,2016-17 DHS,Provinces : Ruyigi (L1),19.3,18.8,19.1,19,2,Kinyinya,Y025_Y029
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,1,Rumonge,Y010_Y014
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,1,Rumonge,Y015_Y019
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,1,Rumonge,Y020_Y024
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,1,Rumonge,Y025_Y029
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y010_Y014
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y015_Y019
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y020_Y024
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y025_Y029
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y010_Y014
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y015_Y019
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y020_Y024
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Rumonge,Y025_Y029
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Bugarama,Y010_Y014
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Bugarama,Y015_Y019
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Bugarama,Y020_Y024
Burundi,2016-17 DHS,Provinces : Rumonge (L1),19.1,18.7,18.9,18.8,2,Bugarama,Y025_Y029
