Survey,Characteristic,Median age at first sexual intercourse [Women]: 20-24,Median age at first sexual intercourse [Women]: 25-29,Median age at first sexual intercourse [Women]: 20-49,Median age at first sexual intercourse [Women]: 25-49,level,area,age
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Loum,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Loum,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Loum,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Manjo,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Manjo,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Manjo,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Manjo,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Mbanga,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Mbanga,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Mbanga,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Mbanga,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Melong,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Melong,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Melong,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Melong,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ndom,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ndom,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ndom,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ndom,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ngambe,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ngambe,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ngambe,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Ngambe,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Njombe Penja,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Njombe Penja,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Njombe Penja,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Njombe Penja,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkondjock,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkondjock,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkondjock,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkondjock,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkongsamba,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkongsamba,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkongsamba,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Nkongsamba,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Pouma,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Pouma,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Pouma,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Pouma,Y025_Y029
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Yabassi,Y010_Y014
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Yabassi,Y015_Y019
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Yabassi,Y020_Y024
2018 DHS,Provinces : Littoral (L1),18.3,17.7,17.9,17.7,3,Yabassi,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,2,Douala,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,2,Douala,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,2,Douala,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,2,Douala,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bangue,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bangue,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bangue,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bangue,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Boko,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Boko,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Boko,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Boko,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bonassama,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bonassama,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bonassama,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Bonassama,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Cite Des Palmiers,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Cite Des Palmiers,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Cite Des Palmiers,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Cite Des Palmiers,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Deido,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Deido,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Deido,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Deido,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Japoma,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Japoma,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Japoma,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Japoma,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Logbaba,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Logbaba,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Logbaba,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Logbaba,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Manoka,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Manoka,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Manoka,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Manoka,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,New Bell,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,New Bell,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,New Bell,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,New Bell,Y025_Y029
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Nylon,Y010_Y014
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Nylon,Y015_Y019
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Nylon,Y020_Y024
2018 DHS,Provinces : Douala (L1),18.8,18.6,18.4,18.3,3,Nylon,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,1,Nord,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,1,Nord,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,1,Nord,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,1,Nord,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,2,Nord,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,2,Nord,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,2,Nord,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,2,Nord,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Bibemi,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Bibemi,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Bibemi,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Bibemi,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Figuil,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Figuil,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Figuil,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Figuil,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua I,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua I,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua I,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua I,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua Ii,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua Ii,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua Ii,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Garoua Ii,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Gaschiga,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Gaschiga,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Gaschiga,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Gaschiga,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Golombe,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Golombe,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Golombe,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Golombe,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Guider,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Guider,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Guider,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Guider,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Lagdo,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Lagdo,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Lagdo,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Lagdo,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Mayo Oulo,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Mayo Oulo,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Mayo Oulo,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Mayo Oulo,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Ngong,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Ngong,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Ngong,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Ngong,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Pitoa,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Pitoa,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Pitoa,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Pitoa,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Poli,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Poli,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Poli,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Poli,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Rey Bouba,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Rey Bouba,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Rey Bouba,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Rey Bouba,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Tchollire,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Tchollire,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Tchollire,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Tchollire,Y025_Y029
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Touboro,Y010_Y014
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Touboro,Y015_Y019
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Touboro,Y020_Y024
2018 DHS,Provinces : Nord (L1),17.3,16.4,16.4,16.2,3,Touboro,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,1,Nord-ouest,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,1,Nord-ouest,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,1,Nord-ouest,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,1,Nord-ouest,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,2,Nord-ouest,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,2,Nord-ouest,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,2,Nord-ouest,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,2,Nord-ouest,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ako,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ako,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ako,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ako,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bafut,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bafut,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bafut,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bafut,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bali,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bali,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bali,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bali,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda 3,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda 3,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda 3,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Bamenda 3,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Batibo,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Batibo,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Batibo,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Batibo,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Benakuma,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Benakuma,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Benakuma,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Benakuma,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Fundong,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Fundong,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Fundong,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Fundong,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo East,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo East,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo East,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo East,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo West,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo West,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo West,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Kumbo West,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Mbengwi,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Mbengwi,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Mbengwi,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Mbengwi,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndop,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndop,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndop,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndop,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndu,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndu,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndu,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Ndu,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Njikwa,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Njikwa,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Njikwa,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Njikwa,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nkambe,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nkambe,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nkambe,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nkambe,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nwa,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nwa,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nwa,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Nwa,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Oku,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Oku,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Oku,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Oku,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Santa,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Santa,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Santa,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Santa,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Tubah,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Tubah,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Tubah,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Tubah,Y025_Y029
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Wum,Y010_Y014
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Wum,Y015_Y019
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Wum,Y020_Y024
2018 DHS,Provinces : Nord Ouest (L1),18.3,17.9,17.8,17.6,3,Wum,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,1,Ouest,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,1,Ouest,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,1,Ouest,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,1,Ouest,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,2,Ouest,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,2,Ouest,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,2,Ouest,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,2,Ouest,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bafang,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bafang,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bafang,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bafang,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Baham,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Baham,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Baham,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Baham,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bamendjou,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bamendjou,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bamendjou,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bamendjou,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandja,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandja,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandja,Y020_Y024
