Survey,Characteristic,Median age at first sexual intercourse [Women]: 20-24,Median age at first sexual intercourse [Women]: 25-29,Median age at first sexual intercourse [Women]: 20-49,Median age at first sexual intercourse [Women]: 25-49,level,area,age
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandja,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandjoun,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandjoun,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandjoun,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bandjoun,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangangte,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangangte,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangangte,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangangte,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangourain,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangourain,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangourain,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Bangourain,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Batcham,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Batcham,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Batcham,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Batcham,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Dschang,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Dschang,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Dschang,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Dschang,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumban,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumban,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumban,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumban,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumbot,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumbot,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumbot,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Foumbot,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Galim,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Galim,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Galim,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Galim,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kekem,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kekem,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kekem,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kekem,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kouoptamo,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kouoptamo,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kouoptamo,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Kouoptamo,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Malantouen,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Malantouen,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Malantouen,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Malantouen,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Massangam,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Massangam,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Massangam,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Massangam,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mbouda,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mbouda,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mbouda,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mbouda,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mifi,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mifi,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mifi,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Mifi,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Penka Michel,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Penka Michel,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Penka Michel,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Penka Michel,Y025_Y029
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Santchou,Y010_Y014
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Santchou,Y015_Y019
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Santchou,Y020_Y024
2018 DHS,Provinces : Ouest (L1),17.8,17.8,17.4,17.2,3,Santchou,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,1,Sud,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,1,Sud,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,1,Sud,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,1,Sud,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,2,Sud,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,2,Sud,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,2,Sud,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,2,Sud,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ambam,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ambam,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ambam,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ambam,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Djoum,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Djoum,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Djoum,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Djoum,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ebolowa,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ebolowa,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ebolowa,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Ebolowa,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Kribi,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Kribi,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Kribi,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Kribi,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Lolodorf,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Lolodorf,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Lolodorf,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Lolodorf,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Meyomessala,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Meyomessala,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Meyomessala,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Meyomessala,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Mvangan,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Mvangan,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Mvangan,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Mvangan,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Olamze,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Olamze,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Olamze,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Olamze,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Sangmelima,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Sangmelima,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Sangmelima,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Sangmelima,Y025_Y029
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Zoetele,Y010_Y014
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Zoetele,Y015_Y019
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Zoetele,Y020_Y024
2018 DHS,Provinces : Sud (L1),16.1,16.5,16.3,16.4,3,Zoetele,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,1,Sud-ouest,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,1,Sud-ouest,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,1,Sud-ouest,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,1,Sud-ouest,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,2,Sud-ouest,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,2,Sud-ouest,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,2,Sud-ouest,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,2,Sud-ouest,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Akwaya,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Akwaya,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Akwaya,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Akwaya,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bakassi,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bakassi,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bakassi,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bakassi,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bangem,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bangem,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bangem,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Bangem,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Buea,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Buea,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Buea,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Buea,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Ekondo Titi,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Ekondo Titi,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Ekondo Titi,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Ekondo Titi,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Eyumodjock,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Eyumodjock,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Eyumodjock,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Eyumodjock,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Fontem,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Fontem,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Fontem,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Fontem,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Konye,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Konye,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Konye,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Konye,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-south,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-south,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-south,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-south,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-north,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-north,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-north,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Kumba-north,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Limbe,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Limbe,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Limbe,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Limbe,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mamfe,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mamfe,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mamfe,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mamfe,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mbonge,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mbonge,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mbonge,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mbonge,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mundemba,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mundemba,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mundemba,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Mundemba,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Muyuka,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Muyuka,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Muyuka,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Muyuka,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Nguti,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Nguti,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Nguti,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Nguti,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tiko,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tiko,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tiko,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tiko,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tombel,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tombel,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tombel,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Tombel,Y025_Y029
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Wabane,Y010_Y014
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Wabane,Y015_Y019
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Wabane,Y020_Y024
2018 DHS,Provinces : Sud Ouest (L1),18.6,18.9,18.3,18.3,3,Wabane,Y025_Y029
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
