DHS area,Age at First Sexual Experience: Women age 20-49,Age at First Sexual Experience: Women age 25-49,country,level,area,age
Northern,17,16.9,MWI,5,Likoma,Y020_Y024
Northern,17,16.9,MWI,5,Likoma,Y025_Y029
Central,17.7,17.5,MWI,1,Central,Y010_Y014
Central,17.7,17.5,MWI,1,Central,Y015_Y019
Central,17.7,17.5,MWI,1,Central,Y020_Y024
Central,17.7,17.5,MWI,1,Central,Y025_Y029
Central,17.7,17.5,MWI,2,Central eastern,Y010_Y014
Central,17.7,17.5,MWI,2,Central eastern,Y015_Y019
Central,17.7,17.5,MWI,2,Central eastern,Y020_Y024
Central,17.7,17.5,MWI,2,Central eastern,Y025_Y029
Central,17.7,17.5,MWI,3,Kasungu,Y010_Y014
Central,17.7,17.5,MWI,3,Kasungu,Y015_Y019
Central,17.7,17.5,MWI,3,Kasungu,Y020_Y024
Central,17.7,17.5,MWI,3,Kasungu,Y025_Y029
Central,17.7,17.5,MWI,4,Kasungu,Y010_Y014
Central,17.7,17.5,MWI,4,Kasungu,Y015_Y019
Central,17.7,17.5,MWI,4,Kasungu,Y020_Y024
Central,17.7,17.5,MWI,4,Kasungu,Y025_Y029
Central,17.7,17.5,MWI,5,Kasungu,Y010_Y014
Central,17.7,17.5,MWI,5,Kasungu,Y015_Y019
Central,17.7,17.5,MWI,5,Kasungu,Y020_Y024
Central,17.7,17.5,MWI,5,Kasungu,Y025_Y029
Central,17.7,17.5,MWI,3,Nkhotakota,Y010_Y014
Central,17.7,17.5,MWI,3,Nkhotakota,Y015_Y019
Central,17.7,17.5,MWI,3,Nkhotakota,Y020_Y024
Central,17.7,17.5,MWI,3,Nkhotakota,Y025_Y029
Central,17.7,17.5,MWI,4,Nkhotakota,Y010_Y014
Central,17.7,17.5,MWI,4,Nkhotakota,Y015_Y019
Central,17.7,17.5,MWI,4,Nkhotakota,Y020_Y024
Central,17.7,17.5,MWI,4,Nkhotakota,Y025_Y029
Central,17.7,17.5,MWI,5,Nkhotakota,Y010_Y014
Central,17.7,17.5,MWI,5,Nkhotakota,Y015_Y019
Central,17.7,17.5,MWI,5,Nkhotakota,Y020_Y024
Central,17.7,17.5,MWI,5,Nkhotakota,Y025_Y029
Central,17.7,17.5,MWI,3,Ntchisi,Y010_Y014
Central,17.7,17.5,MWI,3,Ntchisi,Y015_Y019
Central,17.7,17.5,MWI,3,Ntchisi,Y020_Y024
Central,17.7,17.5,MWI,3,Ntchisi,Y025_Y029
Central,17.7,17.5,MWI,4,Ntchisi,Y010_Y014
Central,17.7,17.5,MWI,4,Ntchisi,Y015_Y019
Central,17.7,17.5,MWI,4,Ntchisi,Y020_Y024
Central,17.7,17.5,MWI,4,Ntchisi,Y025_Y029
Central,17.7,17.5,MWI,5,Ntchisi,Y010_Y014
Central,17.7,17.5,MWI,5,Ntchisi,Y015_Y019
Central,17.7,17.5,MWI,5,Ntchisi,Y020_Y024
Central,17.7,17.5,MWI,5,Ntchisi,Y025_Y029
Central,17.7,17.5,MWI,3,Dowa,Y010_Y014
Central,17.7,17.5,MWI,3,Dowa,Y015_Y019
Central,17.7,17.5,MWI,3,Dowa,Y020_Y024
Central,17.7,17.5,MWI,3,Dowa,Y025_Y029
Central,17.7,17.5,MWI,4,Dowa,Y010_Y014
Central,17.7,17.5,MWI,4,Dowa,Y015_Y019
Central,17.7,17.5,MWI,4,Dowa,Y020_Y024
Central,17.7,17.5,MWI,4,Dowa,Y025_Y029
Central,17.7,17.5,MWI,5,Dowa,Y010_Y014
Central,17.7,17.5,MWI,5,Dowa,Y015_Y019
Central,17.7,17.5,MWI,5,Dowa,Y020_Y024
Central,17.7,17.5,MWI,5,Dowa,Y025_Y029
Central,17.7,17.5,MWI,3,Salima,Y010_Y014
Central,17.7,17.5,MWI,3,Salima,Y015_Y019
Central,17.7,17.5,MWI,3,Salima,Y020_Y024
Central,17.7,17.5,MWI,3,Salima,Y025_Y029
Central,17.7,17.5,MWI,4,Salima,Y010_Y014
Central,17.7,17.5,MWI,4,Salima,Y015_Y019
Central,17.7,17.5,MWI,4,Salima,Y020_Y024
Central,17.7,17.5,MWI,4,Salima,Y025_Y029
Central,17.7,17.5,MWI,5,Salima,Y010_Y014
Central,17.7,17.5,MWI,5,Salima,Y015_Y019
Central,17.7,17.5,MWI,5,Salima,Y020_Y024
Central,17.7,17.5,MWI,5,Salima,Y025_Y029
Central,17.7,17.5,MWI,2,Central western,Y010_Y014
Central,17.7,17.5,MWI,2,Central western,Y015_Y019
Central,17.7,17.5,MWI,2,Central western,Y020_Y024
Central,17.7,17.5,MWI,2,Central western,Y025_Y029
Central,17.7,17.5,MWI,3,Lilongwe,Y010_Y014
Central,17.7,17.5,MWI,3,Lilongwe,Y015_Y019
Central,17.7,17.5,MWI,3,Lilongwe,Y020_Y024
Central,17.7,17.5,MWI,3,Lilongwe,Y025_Y029
Central,17.7,17.5,MWI,4,Lilongwe,Y010_Y014
Central,17.7,17.5,MWI,4,Lilongwe,Y015_Y019
Central,17.7,17.5,MWI,4,Lilongwe,Y020_Y024
Central,17.7,17.5,MWI,4,Lilongwe,Y025_Y029
Central,17.7,17.5,MWI,5,Lilongwe city,Y010_Y014
Central,17.7,17.5,MWI,5,Lilongwe city,Y015_Y019
Central,17.7,17.5,MWI,5,Lilongwe city,Y020_Y024
Central,17.7,17.5,MWI,5,Lilongwe city,Y025_Y029
Central,17.7,17.5,MWI,3,Mchinji,Y010_Y014
Central,17.7,17.5,MWI,3,Mchinji,Y015_Y019
Central,17.7,17.5,MWI,3,Mchinji,Y020_Y024
Central,17.7,17.5,MWI,3,Mchinji,Y025_Y029
Central,17.7,17.5,MWI,4,Mchinji,Y010_Y014
Central,17.7,17.5,MWI,4,Mchinji,Y015_Y019
Central,17.7,17.5,MWI,4,Mchinji,Y020_Y024
Central,17.7,17.5,MWI,4,Mchinji,Y025_Y029
Central,17.7,17.5,MWI,5,Mchinji,Y010_Y014
Central,17.7,17.5,MWI,5,Mchinji,Y015_Y019
Central,17.7,17.5,MWI,5,Mchinji,Y020_Y024
Central,17.7,17.5,MWI,5,Mchinji,Y025_Y029
Central,17.7,17.5,MWI,3,Dedza,Y010_Y014
Central,17.7,17.5,MWI,3,Dedza,Y015_Y019
Central,17.7,17.5,MWI,3,Dedza,Y020_Y024
Central,17.7,17.5,MWI,3,Dedza,Y025_Y029
Central,17.7,17.5,MWI,4,Dedza,Y010_Y014
Central,17.7,17.5,MWI,4,Dedza,Y015_Y019
Central,17.7,17.5,MWI,4,Dedza,Y020_Y024
Central,17.7,17.5,MWI,4,Dedza,Y025_Y029
Central,17.7,17.5,MWI,5,Dedza,Y010_Y014
Central,17.7,17.5,MWI,5,Dedza,Y015_Y019
Central,17.7,17.5,MWI,5,Dedza,Y020_Y024
Central,17.7,17.5,MWI,5,Dedza,Y025_Y029
Central,17.7,17.5,MWI,3,Ntcheu,Y010_Y014
Central,17.7,17.5,MWI,3,Ntcheu,Y015_Y019
Central,17.7,17.5,MWI,3,Ntcheu,Y020_Y024
Central,17.7,17.5,MWI,3,Ntcheu,Y025_Y029
Central,17.7,17.5,MWI,4,Ntcheu,Y010_Y014
Central,17.7,17.5,MWI,4,Ntcheu,Y015_Y019
Central,17.7,17.5,MWI,4,Ntcheu,Y020_Y024
Central,17.7,17.5,MWI,4,Ntcheu,Y025_Y029
Central,17.7,17.5,MWI,5,Ntcheu,Y010_Y014
Central,17.7,17.5,MWI,5,Ntcheu,Y015_Y019
Central,17.7,17.5,MWI,5,Ntcheu,Y020_Y024
Central,17.7,17.5,MWI,5,Ntcheu,Y025_Y029
Southern,16.4,16.3,MWI,1,Southern,Y010_Y014
Southern,16.4,16.3,MWI,1,Southern,Y015_Y019
Southern,16.4,16.3,MWI,1,Southern,Y020_Y024
Southern,16.4,16.3,MWI,1,Southern,Y025_Y029
Southern,16.4,16.3,MWI,2,South eastern,Y010_Y014
Southern,16.4,16.3,MWI,2,South eastern,Y015_Y019
Southern,16.4,16.3,MWI,2,South eastern,Y020_Y024
Southern,16.4,16.3,MWI,2,South eastern,Y025_Y029
Southern,16.4,16.3,MWI,3,Mangochi,Y010_Y014
Southern,16.4,16.3,MWI,3,Mangochi,Y015_Y019
Southern,16.4,16.3,MWI,3,Mangochi,Y020_Y024
Southern,16.4,16.3,MWI,3,Mangochi,Y025_Y029
Southern,16.4,16.3,MWI,4,Mangochi,Y010_Y014
Southern,16.4,16.3,MWI,4,Mangochi,Y015_Y019
Southern,16.4,16.3,MWI,4,Mangochi,Y020_Y024
Southern,16.4,16.3,MWI,4,Mangochi,Y025_Y029
Southern,16.4,16.3,MWI,5,Mangochi,Y010_Y014
Southern,16.4,16.3,MWI,5,Mangochi,Y015_Y019
Southern,16.4,16.3,MWI,5,Mangochi,Y020_Y024
Southern,16.4,16.3,MWI,5,Mangochi,Y025_Y029
Southern,16.4,16.3,MWI,3,Machinga,Y010_Y014
Southern,16.4,16.3,MWI,3,Machinga,Y015_Y019
Southern,16.4,16.3,MWI,3,Machinga,Y020_Y024
Southern,16.4,16.3,MWI,3,Machinga,Y025_Y029
Southern,16.4,16.3,MWI,4,Machinga,Y010_Y014
Southern,16.4,16.3,MWI,4,Machinga,Y015_Y019
Southern,16.4,16.3,MWI,4,Machinga,Y020_Y024
Southern,16.4,16.3,MWI,4,Machinga,Y025_Y029
Southern,16.4,16.3,MWI,5,Machinga,Y010_Y014
Southern,16.4,16.3,MWI,5,Machinga,Y015_Y019
Southern,16.4,16.3,MWI,5,Machinga,Y020_Y024
Southern,16.4,16.3,MWI,5,Machinga,Y025_Y029
Southern,16.4,16.3,MWI,3,Zomba,Y010_Y014
Southern,16.4,16.3,MWI,3,Zomba,Y015_Y019
Southern,16.4,16.3,MWI,3,Zomba,Y020_Y024
Southern,16.4,16.3,MWI,3,Zomba,Y025_Y029
Southern,16.4,16.3,MWI,4,Zomba,Y010_Y014
Southern,16.4,16.3,MWI,4,Zomba,Y015_Y019
Southern,16.4,16.3,MWI,4,Zomba,Y020_Y024
Southern,16.4,16.3,MWI,4,Zomba,Y025_Y029
Southern,16.4,16.3,MWI,5,Zomba city,Y010_Y014
Southern,16.4,16.3,MWI,5,Zomba city,Y015_Y019
Southern,16.4,16.3,MWI,5,Zomba city,Y020_Y024
Southern,16.4,16.3,MWI,5,Zomba city,Y025_Y029
Southern,16.4,16.3,MWI,3,Mulanje,Y010_Y014
Southern,16.4,16.3,MWI,3,Mulanje,Y015_Y019
Southern,16.4,16.3,MWI,3,Mulanje,Y020_Y024
Southern,16.4,16.3,MWI,3,Mulanje,Y025_Y029
Southern,16.4,16.3,MWI,4,Mulanje,Y010_Y014
Southern,16.4,16.3,MWI,4,Mulanje,Y015_Y019
Southern,16.4,16.3,MWI,4,Mulanje,Y020_Y024
Southern,16.4,16.3,MWI,4,Mulanje,Y025_Y029
Southern,16.4,16.3,MWI,5,Mulanje,Y010_Y014
Southern,16.4,16.3,MWI,5,Mulanje,Y015_Y019
Southern,16.4,16.3,MWI,5,Mulanje,Y020_Y024
Southern,16.4,16.3,MWI,5,Mulanje,Y025_Y029
Southern,16.4,16.3,MWI,3,Phalombe,Y010_Y014
Southern,16.4,16.3,MWI,3,Phalombe,Y015_Y019
Southern,16.4,16.3,MWI,3,Phalombe,Y020_Y024
Southern,16.4,16.3,MWI,3,Phalombe,Y025_Y029
Southern,16.4,16.3,MWI,4,Phalombe,Y010_Y014
Southern,16.4,16.3,MWI,4,Phalombe,Y015_Y019
Southern,16.4,16.3,MWI,4,Phalombe,Y020_Y024
Southern,16.4,16.3,MWI,4,Phalombe,Y025_Y029
Southern,16.4,16.3,MWI,5,Phalombe,Y010_Y014
Southern,16.4,16.3,MWI,5,Phalombe,Y015_Y019
Southern,16.4,16.3,MWI,5,Phalombe,Y020_Y024
Southern,16.4,16.3,MWI,5,Phalombe,Y025_Y029
Southern,16.4,16.3,MWI,3,Balaka,Y010_Y014
Southern,16.4,16.3,MWI,3,Balaka,Y015_Y019
Southern,16.4,16.3,MWI,3,Balaka,Y020_Y024
Southern,16.4,16.3,MWI,3,Balaka,Y025_Y029
Southern,16.4,16.3,MWI,4,Balaka,Y010_Y014
Southern,16.4,16.3,MWI,4,Balaka,Y015_Y019
Southern,16.4,16.3,MWI,4,Balaka,Y020_Y024
Southern,16.4,16.3,MWI,4,Balaka,Y025_Y029
Southern,16.4,16.3,MWI,5,Balaka,Y010_Y014
Southern,16.4,16.3,MWI,5,Balaka,Y015_Y019
Southern,16.4,16.3,MWI,5,Balaka,Y020_Y024
Southern,16.4,16.3,MWI,5,Balaka,Y025_Y029
Southern,16.4,16.3,MWI,2,South western,Y010_Y014
Southern,16.4,16.3,MWI,2,South western,Y015_Y019
Southern,16.4,16.3,MWI,2,South western,Y020_Y024
Southern,16.4,16.3,MWI,2,South western,Y025_Y029
Southern,16.4,16.3,MWI,3,Chiradzulu,Y010_Y014
Southern,16.4,16.3,MWI,3,Chiradzulu,Y015_Y019
Southern,16.4,16.3,MWI,3,Chiradzulu,Y020_Y024
Southern,16.4,16.3,MWI,3,Chiradzulu,Y025_Y029
Southern,16.4,16.3,MWI,4,Chiradzulu,Y010_Y014
Southern,16.4,16.3,MWI,4,Chiradzulu,Y015_Y019
Southern,16.4,16.3,MWI,4,Chiradzulu,Y020_Y024
Southern,16.4,16.3,MWI,4,Chiradzulu,Y025_Y029
Southern,16.4,16.3,MWI,5,Chiradzulu,Y010_Y014
Southern,16.4,16.3,MWI,5,Chiradzulu,Y015_Y019
Southern,16.4,16.3,MWI,5,Chiradzulu,Y020_Y024
Southern,16.4,16.3,MWI,5,Chiradzulu,Y025_Y029
Southern,16.4,16.3,MWI,3,Blantyre,Y010_Y014
Southern,16.4,16.3,MWI,3,Blantyre,Y015_Y019
Southern,16.4,16.3,MWI,3,Blantyre,Y020_Y024
Southern,16.4,16.3,MWI,3,Blantyre,Y025_Y029
Southern,16.4,16.3,MWI,4,Blantyre,Y010_Y014
Southern,16.4,16.3,MWI,4,Blantyre,Y015_Y019
Southern,16.4,16.3,MWI,4,Blantyre,Y020_Y024
Southern,16.4,16.3,MWI,4,Blantyre,Y025_Y029
Southern,16.4,16.3,MWI,5,Blantyre city,Y010_Y014
Southern,16.4,16.3,MWI,5,Blantyre city,Y015_Y019
Southern,16.4,16.3,MWI,5,Blantyre city,Y020_Y024
Southern,16.4,16.3,MWI,5,Blantyre city,Y025_Y029
Southern,16.4,16.3,MWI,3,Mwanza,Y010_Y014
Southern,16.4,16.3,MWI,3,Mwanza,Y015_Y019
Southern,16.4,16.3,MWI,3,Mwanza,Y020_Y024
Southern,16.4,16.3,MWI,3,Mwanza,Y025_Y029
Southern,16.4,16.3,MWI,4,Mwanza,Y010_Y014
Southern,16.4,16.3,MWI,4,Mwanza,Y015_Y019
Southern,16.4,16.3,MWI,4,Mwanza,Y020_Y024
Southern,16.4,16.3,MWI,4,Mwanza,Y025_Y029
Southern,16.4,16.3,MWI,5,Mwanza,Y010_Y014
Southern,16.4,16.3,MWI,5,Mwanza,Y015_Y019
Southern,16.4,16.3,MWI,5,Mwanza,Y020_Y024
Southern,16.4,16.3,MWI,5,Mwanza,Y025_Y029
Southern,16.4,16.3,MWI,3,Thyolo,Y010_Y014
Southern,16.4,16.3,MWI,3,Thyolo,Y015_Y019
Southern,16.4,16.3,MWI,3,Thyolo,Y020_Y024
Southern,16.4,16.3,MWI,3,Thyolo,Y025_Y029
Southern,16.4,16.3,MWI,4,Thyolo,Y010_Y014
Southern,16.4,16.3,MWI,4,Thyolo,Y015_Y019
Southern,16.4,16.3,MWI,4,Thyolo,Y020_Y024
Southern,16.4,16.3,MWI,4,Thyolo,Y025_Y029
Southern,16.4,16.3,MWI,5,Thyolo,Y010_Y014
Southern,16.4,16.3,MWI,5,Thyolo,Y015_Y019
Southern,16.4,16.3,MWI,5,Thyolo,Y020_Y024
Southern,16.4,16.3,MWI,5,Thyolo,Y025_Y029
Southern,16.4,16.3,MWI,3,Chikwawa,Y010_Y014
Southern,16.4,16.3,MWI,3,Chikwawa,Y015_Y019
Southern,16.4,16.3,MWI,3,Chikwawa,Y020_Y024
Southern,16.4,16.3,MWI,3,Chikwawa,Y025_Y029
Southern,16.4,16.3,MWI,4,Chikwawa,Y010_Y014
Southern,16.4,16.3,MWI,4,Chikwawa,Y015_Y019
Southern,16.4,16.3,MWI,4,Chikwawa,Y020_Y024
Southern,16.4,16.3,MWI,4,Chikwawa,Y025_Y029
Southern,16.4,16.3,MWI,5,Chikwawa,Y010_Y014
Southern,16.4,16.3,MWI,5,Chikwawa,Y015_Y019
Southern,16.4,16.3,MWI,5,Chikwawa,Y020_Y024
Southern,16.4,16.3,MWI,5,Chikwawa,Y025_Y029
Southern,16.4,16.3,MWI,3,Nsanje,Y010_Y014
Southern,16.4,16.3,MWI,3,Nsanje,Y015_Y019
Southern,16.4,16.3,MWI,3,Nsanje,Y020_Y024
Southern,16.4,16.3,MWI,3,Nsanje,Y025_Y029
Southern,16.4,16.3,MWI,4,Nsanje,Y010_Y014
Southern,16.4,16.3,MWI,4,Nsanje,Y015_Y019
Southern,16.4,16.3,MWI,4,Nsanje,Y020_Y024
Southern,16.4,16.3,MWI,4,Nsanje,Y025_Y029
Southern,16.4,16.3,MWI,5,Nsanje,Y010_Y014
Southern,16.4,16.3,MWI,5,Nsanje,Y015_Y019
Southern,16.4,16.3,MWI,5,Nsanje,Y020_Y024
Southern,16.4,16.3,MWI,5,Nsanje,Y025_Y029
Southern,16.4,16.3,MWI,3,Neno,Y010_Y014
Southern,16.4,16.3,MWI,3,Neno,Y015_Y019
Southern,16.4,16.3,MWI,3,Neno,Y020_Y024
Southern,16.4,16.3,MWI,3,Neno,Y025_Y029
Southern,16.4,16.3,MWI,4,Neno,Y010_Y014
Southern,16.4,16.3,MWI,4,Neno,Y015_Y019
Southern,16.4,16.3,MWI,4,Neno,Y020_Y024
Southern,16.4,16.3,MWI,4,Neno,Y025_Y029
Southern,16.4,16.3,MWI,5,Neno,Y010_Y014
Southern,16.4,16.3,MWI,5,Neno,Y015_Y019
Southern,16.4,16.3,MWI,5,Neno,Y020_Y024
Southern,16.4,16.3,MWI,5,Neno,Y025_Y029
Total,17,16.8,MWI,0,Malawi,Y010_Y014
Total,17,16.8,MWI,0,Malawi,Y015_Y019
Total,17,16.8,MWI,0,Malawi,Y020_Y024
Total,17,16.8,MWI,0,Malawi,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,1,Cabo Delgado,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,1,Cabo Delgado,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,1,Cabo Delgado,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,1,Cabo Delgado,Y025_Y029
Gaza,16.7,16.8,MOZ,1,Gaza,Y010_Y014
Gaza,16.7,16.8,MOZ,1,Gaza,Y015_Y019
Gaza,16.7,16.8,MOZ,1,Gaza,Y020_Y024
Gaza,16.7,16.8,MOZ,1,Gaza,Y025_Y029
Inhambane,15.6,15.7,MOZ,1,Inhambane,Y010_Y014
Inhambane,15.6,15.7,MOZ,1,Inhambane,Y015_Y019
Inhambane,15.6,15.7,MOZ,1,Inhambane,Y020_Y024
Inhambane,15.6,15.7,MOZ,1,Inhambane,Y025_Y029
Manica,16.7,16.8,MOZ,1,Manica,Y010_Y014
Manica,16.7,16.8,MOZ,1,Manica,Y015_Y019
Manica,16.7,16.8,MOZ,1,Manica,Y020_Y024
Manica,16.7,16.8,MOZ,1,Manica,Y025_Y029
Maputo Província ,16.88849556,16.92619624,MOZ,1,Maputo,Y010_Y014
Maputo Província ,16.88849556,16.92619624,MOZ,1,Maputo,Y015_Y019
Maputo Província ,16.88849556,16.92619624,MOZ,1,Maputo,Y020_Y024
Maputo Província ,16.88849556,16.92619624,MOZ,1,Maputo,Y025_Y029
Nampula,16,16.1,MOZ,1,Nampula,Y010_Y014
Nampula,16,16.1,MOZ,1,Nampula,Y015_Y019
Nampula,16,16.1,MOZ,1,Nampula,Y020_Y024
Nampula,16,16.1,MOZ,1,Nampula,Y025_Y029
Niassa,14.6,14.6,MOZ,1,Niassa,Y010_Y014
Niassa,14.6,14.6,MOZ,1,Niassa,Y015_Y019
Niassa,14.6,14.6,MOZ,1,Niassa,Y020_Y024
Niassa,14.6,14.6,MOZ,1,Niassa,Y025_Y029
Sofala,16.6,16.6,MOZ,1,Sofala,Y010_Y014
Sofala,16.6,16.6,MOZ,1,Sofala,Y015_Y019
Sofala,16.6,16.6,MOZ,1,Sofala,Y020_Y024
Sofala,16.6,16.6,MOZ,1,Sofala,Y025_Y029
Tete,17.1,17.1,MOZ,1,Tete,Y010_Y014
Tete,17.1,17.1,MOZ,1,Tete,Y015_Y019
Tete,17.1,17.1,MOZ,1,Tete,Y020_Y024
Tete,17.1,17.1,MOZ,1,Tete,Y025_Y029
Zambézia ,15.5,15.5,MOZ,1,Zambézia ,Y010_Y014
Zambézia ,15.5,15.5,MOZ,1,Zambézia ,Y015_Y019
Zambézia ,15.5,15.5,MOZ,1,Zambézia ,Y020_Y024
Zambézia ,15.5,15.5,MOZ,1,Zambézia ,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,2,Cabo Delgado,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,2,Cabo Delgado,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,2,Cabo Delgado,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,2,Cabo Delgado,Y025_Y029
Gaza,16.7,16.8,MOZ,2,Gaza,Y010_Y014
Gaza,16.7,16.8,MOZ,2,Gaza,Y015_Y019
Gaza,16.7,16.8,MOZ,2,Gaza,Y020_Y024
Gaza,16.7,16.8,MOZ,2,Gaza,Y025_Y029
Inhambane,15.6,15.7,MOZ,2,Inhambane,Y010_Y014
Inhambane,15.6,15.7,MOZ,2,Inhambane,Y015_Y019
Inhambane,15.6,15.7,MOZ,2,Inhambane,Y020_Y024
Inhambane,15.6,15.7,MOZ,2,Inhambane,Y025_Y029
Manica,16.7,16.8,MOZ,2,Manica,Y010_Y014
Manica,16.7,16.8,MOZ,2,Manica,Y015_Y019
Manica,16.7,16.8,MOZ,2,Manica,Y020_Y024
Manica,16.7,16.8,MOZ,2,Manica,Y025_Y029
Maputo Província ,16.7,16.7,MOZ,2,Maputo Província ,Y010_Y014
Maputo Província ,16.7,16.7,MOZ,2,Maputo Província ,Y015_Y019
Maputo Província ,16.7,16.7,MOZ,2,Maputo Província ,Y020_Y024
Maputo Província ,16.7,16.7,MOZ,2,Maputo Província ,Y025_Y029
Maputo Cidade,17.2,17.3,MOZ,2,Cidade De Maputo,Y010_Y014
Maputo Cidade,17.2,17.3,MOZ,2,Cidade De Maputo,Y015_Y019
Maputo Cidade,17.2,17.3,MOZ,2,Cidade De Maputo,Y020_Y024
Maputo Cidade,17.2,17.3,MOZ,2,Cidade De Maputo,Y025_Y029
Nampula,16,16.1,MOZ,2,Nampula,Y010_Y014
Nampula,16,16.1,MOZ,2,Nampula,Y015_Y019
Nampula,16,16.1,MOZ,2,Nampula,Y020_Y024
Nampula,16,16.1,MOZ,2,Nampula,Y025_Y029
Niassa,14.6,14.6,MOZ,2,Niassa,Y010_Y014
Niassa,14.6,14.6,MOZ,2,Niassa,Y015_Y019
Niassa,14.6,14.6,MOZ,2,Niassa,Y020_Y024
Niassa,14.6,14.6,MOZ,2,Niassa,Y025_Y029
Sofala,16.6,16.6,MOZ,2,Sofala,Y010_Y014
Sofala,16.6,16.6,MOZ,2,Sofala,Y015_Y019
Sofala,16.6,16.6,MOZ,2,Sofala,Y020_Y024
Sofala,16.6,16.6,MOZ,2,Sofala,Y025_Y029
Tete,17.1,17.1,MOZ,2,Tete,Y010_Y014
Tete,17.1,17.1,MOZ,2,Tete,Y015_Y019
Tete,17.1,17.1,MOZ,2,Tete,Y020_Y024
Tete,17.1,17.1,MOZ,2,Tete,Y025_Y029
Zambézia ,15.5,15.5,MOZ,2,Zambézia ,Y010_Y014
Zambézia ,15.5,15.5,MOZ,2,Zambézia ,Y015_Y019
Zambézia ,15.5,15.5,MOZ,2,Zambézia ,Y020_Y024
Zambézia ,15.5,15.5,MOZ,2,Zambézia ,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Pemba,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Pemba,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Pemba,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Pemba,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Ancuabe,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Ancuabe,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Ancuabe,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Ancuabe,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Balama,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Balama,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Balama,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Balama,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Chiúre,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Chiúre,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Chiúre,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Chiúre,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Ibo,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Ibo,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Ibo,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Ibo,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Macomia,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Macomia,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Macomia,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Macomia,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Mecufi,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Mecufi,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Mecufi,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Mecufi,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Meluco,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Meluco,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Meluco,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Meluco,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Mocímboa Da Praia,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Mocímboa Da Praia,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Mocímboa Da Praia,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Mocímboa Da Praia,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Montepuez,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Montepuez,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Montepuez,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Montepuez,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Mueda,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Mueda,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Mueda,Y020_Y024
Cabo Delgado,15.2,15.2,MOZ,3,Mueda,Y025_Y029
Cabo Delgado,15.2,15.2,MOZ,3,Muidumbe,Y010_Y014
Cabo Delgado,15.2,15.2,MOZ,3,Muidumbe,Y015_Y019
Cabo Delgado,15.2,15.2,MOZ,3,Muidumbe,Y020_Y024
